2,0
6,0
7,0
8,0
9,0
10,0
15,0
16,0
17,0
18,0
20,0
22,0
26,0
28,0
29,0
31,0
32,0
35,0
37,0
38,0
39,0
41,0
43,0
44,0
46,0
49,0
51,0
53,0
54,0
55,0
61,0
63,0
64,0
66,0
68,0
69,0
70,0
73,0
76,0
78,0
79,0
80,0
81,0
83,0
86,0
89,0
91,0
92,0
95,0
96,0
99,0
101,0
104,0
110,0
111,0
112,0
115,0
116,0
117,0
120,0
122,0
126,0
128,0
129,0
131,0
133,0
134,0
135,0
138,0
139,0
140,0
141,0
142,0
146,0
147,0
151,0
152,0
154,0
155,0
156,0
157,0
158,0
159,0
161,0
162,0
164,0
166,0
170,0
172,0
173,0
174,0
176,0
177,0
179,0
181,0
182,0
183,0
187,0
188,0
189,0
192,1
193,1
194,1
195,1
196,1
199,1
200,1
201,1
203,1
204,1
209,1
211,1
212,1
214,1
215,1
216,1
219,1
220,1
221,1
222,1
225,1
226,1
229,1
231,1
232,1
237,1
241,1
242,1
243,1
245,1
246,1
247,1
248,1
249,1
250,1
253,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
267,1
269,1
271,1
272,1
273,1
276,1
277,1
278,1
279,1
284,1
285,1
289,1
290,1
293,1
294,1
295,1
299,1
300,1
301,1
303,1
306,1
314,1
317,1
318,1
319,1
321,1
323,1
324,1
327,1
328,1
329,1
330,1
334,1
335,1
338,1
341,1
342,1
344,1
346,1
348,1
349,1
351,1
352,1
353,1
355,1
356,1
359,1
361,1
362,1
365,1
366,1
369,1
372,1
373,1
374,1
378,1
382,1
387,2
388,2
389,2
390,2
391,2
395,2
397,2
400,2
403,2
405,2
407,2
408,2
412,2
414,2
416,2
418,2
419,2
420,2
421,2
426,2
427,2
428,2
430,2
431,2
433,2
436,2
437,2
438,2
439,2
441,2
444,2
446,2
448,2
449,2
452,2
454,2
457,2
461,2
462,2
463,2
466,2
468,2
473,2
474,2
476,2
477,2
479,2
480,2
481,2
482,2
483,2
484,2
485,2
488,2
490,2
491,2
493,2
494,2
495,2
497,2
498,2
499,2
502,2
503,2
504,2
505,2
507,2
508,2
509,2
511,2
512,2
515,2
518,2
519,2
521,2
526,2
528,2
529,2
530,2
535,2
538,2
541,2
544,2
545,2
546,2
547,2
548,2
551,2
552,2
556,2
561,2
562,2
564,2
567,2
568,2
574,2
575,2
577,2
578,2
579,2
587,3
589,3
590,3
592,3
593,3
595,3
596,3
600,3
601,3
604,3
605,3
607,3
608,3
609,3
611,3
612,3
614,3
617,3
623,3
624,3
625,3
630,3
634,3
638,3
640,3
641,3
643,3
645,3
646,3
650,3
652,3
653,3
655,3
656,3
658,3
660,3
661,3
662,3
664,3
665,3
667,3
668,3
670,3
671,3
672,3
673,3
674,3
677,3
680,3
681,3
684,3
686,3
688,3
690,3
691,3
692,3
693,3
696,3
698,3
699,3
704,3
705,3
706,3
707,3
708,3
709,3
716,3
717,3
721,3
722,3
723,3
724,3
725,3
726,3
728,3
730,3
732,3
734,3
736,3
739,3
744,3
745,3
747,3
752,3
760,3
763,3
766,3
770,3
773,3
774,3
776,3
777,3
778,3
779,3
781,3
783,3
785,3
787,3
788,3
789,3
790,4
793,4
798,4
799,4
800,4
802,4
806,4
807,4
809,4
810,4
812,4
813,4
815,4
816,4
817,4
819,4
820,4
821,4
822,4
824,4
825,4
826,4
827,4
829,4
830,4
831,4
833,4
834,4
835,4
836,4
837,4
838,4
841,4
842,4
843,4
846,4
847,4
852,4
854,4
855,4
856,4
858,4
862,4
864,4
865,4
867,4
868,4
869,4
871,4
872,4
874,4
875,4
876,4
878,4
880,4
881,4
882,4
884,4
885,4
886,4
887,4
888,4
890,4
891,4
892,4
893,4
894,4
898,4
901,4
902,4
903,4
905,4
907,4
908,4
911,4
912,4
913,4
919,4
921,4
922,4
923,4
926,4
928,4
930,4
932,4
937,4
939,4
944,4
946,4
948,4
949,4
950,4
951,4
953,4
956,4
959,4
961,4
965,4
967,4
969,4
970,5
976,5
979,5
982,5
983,5
986,5
987,5
991,5
992,5
993,5
995,5
997,5
998,5
1001,5
1003,5
1004,5
1006,5
1007,5
1008,5
1014,5
1016,5
1017,5
1019,5
1022,5
1023,5
1024,5
1026,5
1029,5
1033,5
1034,5
1036,5
1037,5
1038,5
1039,5
1040,5
1042,5
1044,5
1045,5
1048,5
1051,5
1052,5
1054,5
1057,5
1058,5
1062,5
1066,5
1067,5
1069,5
1070,5
1072,5
1074,5
1076,5
1077,5
1078,5
1079,5
1087,5
1090,5
1091,5
1092,5
1094,5
1096,5
1097,5
1098,5
1102,5
1104,5
1106,5
1109,5
1110,5
1111,5
1112,5
1114,5
1115,5
1119,5
1120,5
1121,5
1122,5
1125,5
1127,5
1129,5
1131,5
1132,5
1139,5
1141,5
1142,5
1144,5
1146,5
1149,5
1151,5
1152,5
1154,5
1155,5
1157,5
1160,5
1161,5
1162,5
1164,5
1165,5
1167,5
1168,5
1171,5
1172,6
1176,6
1177,6
1178,6
1179,6
1181,6
1182,6
1186,6
1187,6
1189,6
1190,6
1191,6
1195,6
1196,6
1197,6
1199,6
1201,6
1202,6
1203,6
1204,6
1205,6
1211,6
1218,6
1219,6
1223,6
1225,6
1228,6
1229,6
1232,6
1234,6
1236,6
1237,6
1238,6
1239,6
1242,6
1244,6
1250,6
1254,6
1255,6
1260,6
1261,6
1264,6
1266,6
1267,6
1268,6
1269,6
1271,6
1273,6
1274,6
1279,6
1281,6
1282,6
1284,6
1286,6
1287,6
1289,6
1290,6
1293,6
1295,6
1297,6
1300,6
1302,6
1304,6
1305,6
1307,6
1309,6
1311,6
1312,6
1313,6
1314,6
1319,6
1321,6
1324,6
1325,6
1326,6
1329,6
1331,6
1332,6
1333,6
1334,6
1335,6
1337,6
1338,6
1339,6
1340,6
1342,6
1343,6
1345,6
1346,6
1348,6
1349,6
1352,6
1356,6
1358,6
1359,6
1362,6
1363,6
1366,6
1367,6
1369,6
1370,7
1371,7
1372,7
1374,7
1376,7
1379,7
1382,7
1384,7
1386,7
1387,7
1388,7
1390,7
1392,7
1393,7
1397,7
1398,7
1399,7
1402,7
1404,7
1405,7
1406,7
1407,7
1408,7
1409,7
1411,7
1412,7
1413,7
1414,7
1415,7
1416,7
1417,7
1421,7
1422,7
1425,7
1427,7
1428,7
1429,7
1431,7
1432,7
1433,7
1434,7
1435,7
1436,7
1437,7
1438,7
1439,7
1440,7
1441,7
1442,7
1443,7
1445,7
1446,7
1449,7
1453,7
1458,7
1460,7
1462,7
1463,7
1464,7
1465,7
1466,7
1468,7
1472,7
1475,7
1477,7
1479,7
1482,7
1483,7
1484,7
1486,7
1489,7
1491,7
1494,7
1496,7
1497,7
1498,7
1500,7
1501,7
1503,7
1504,7
1505,7
1507,7
1509,7
1514,7
1515,7
1519,7
1520,7
1521,7
1523,7
1524,7
1525,7
1527,7
1531,7
1532,7
1538,7
1539,7
1541,7
1545,7
1547,7
1549,7
1550,8
1553,8
1554,8
1556,8
1557,8
1560,8
1563,8
1564,8
1565,8
1569,8
1570,8
1571,8
1572,8
1573,8
1576,8
1579,8
1580,8
1582,8
1583,8
1584,8
1587,8
1589,8
1592,8
1594,8
1596,8
1597,8
1598,8
1600,8
1603,8
1604,8
1608,8
1610,8
1611,8
1612,8
1617,8
1618,8
1621,8
1622,8
1624,8
1627,8
1629,8
1630,8
1636,8
1638,8
1639,8
1642,8
1643,8
1645,8
1648,8
1649,8
1650,8
1651,8
1654,8
1655,8
1656,8
1657,8
1658,8
1659,8
1660,8
1661,8
1663,8
1665,8
1666,8
1668,8
1671,8
1673,8
1674,8
1676,8
1678,8
1683,8
1687,8
1689,8
1693,8
1694,8
1696,8
1699,8
1702,8
1703,8
1704,8
1705,8
1706,8
1708,8
1709,8
1712,8
1713,8
1714,8
1715,8
1718,8
1722,8
1723,8
1725,8
1730,8
1731,8
1733,8
1736,8
1737,8
1738,8
1740,8
1741,8
1742,8
1744,9
1745,9
1747,9
1750,9
1751,9
1752,9
1754,9
1756,9
1757,9
1758,9
1760,9
